event_id,title,releaseyear,date,locations,funfacts,productioncompany,distributor,director,writer,actor1,actor2,actor3,sffindneighborhoods,analysisneighborhoods,currentsupervisordistricts
1739,Happy Gilmore,1996,2999-01-07T07:00:00.000Z,,,Brillstein-Grey Entertainment,Universal Pictures,Dennis Dugan,Tim Herlihy,Adam Sandler,,,21,36,10
1740,DEVS,2020,2999-01-07T07:00:00.000Z,Stevenson Alley btwn 6th and 7th St,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,,,
1741,Star Trek IV: The Voyage Home,1986,2999-01-07T07:00:00.000Z,Intersection of Grant & Fresno Streets (North Beach),,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,106,23,3
1742,They Call Me MISTER Tibbs,1970,2999-01-07T07:00:00.000Z,,,Mirisch Corporation,United Artists,Gordon Douglas,Alan R. Trustman,Sidney Poitier,Martin Landau,Barbara McNair,21,36,10
1743,Bullitt,1968,2999-01-07T07:00:00.000Z,Marina Green (Marina District),"Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition.","Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,17,13,6
1744,"Smile Again, Jenny Lee",2015,2999-01-07T07:00:00.000Z,Manor West (750 Harrison St.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,32,34,10
1745,The Phone/Jexi,2019,2999-01-07T07:00:00.000Z,"Grid around Financial District, SOMA",,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,108,6,3
1746,Chance Season 2,2017,2999-01-07T07:00:00.000Z,Marina Blvd between Baker and Fillmore St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,17,13,6
1747,Bedazzled,2000,2999-01-07T07:00:00.000Z,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,,,
1748,Patty Hearst,1988,2999-01-07T07:00:00.000Z,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Atlantic Entertainment Group,Atlantic Releasing Corporation,Paul Schrader,Nicholas Kazan,Natasha Richardson,William Forsythe,Ving Rhames,22,9,11
1749,The Wedding Planner,2001,2999-01-07T07:00:00.000Z,Montgomery Street at Union Street,,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,18,23,3
1750,The Princess Diaries,2001,2999-01-07T07:00:00.000Z,Broadway Tunnel (Broadway between Powell and Larkin),,Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,,107,21,3
1751,San Francisco,1936,2999-01-07T07:00:00.000Z,The Barbary Coast,"The Barbary Coast was a red-light district that was largely destroyed in the 1906 earthquake. Though some of the establishments were rebuilt after the earthquake, an anti-vice campaign put the establishments out of business.",Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,W.S. Van Dyke,Anita Loos,Clark Gable,Jeanette MacDonald,Spencer Tracy,32,34,10
1752,Looking,2014,2999-01-07T07:00:00.000Z,Doc's Clock,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,53,20,2
1753,Etruscan Smile,2017,2999-01-07T07:00:00.000Z,"Outpost Studios, 69 Green Street",,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,77,8,3
1754,My Big Fat Chinese Christmas,2022,2999-01-07T07:00:00.000Z,Mason Street between California and Pine,,Hongbao Productions,Hallmark Channel,Jennifer Liao,"Blaine Chiappetta ,Marguerite Henry, Justine Wentzell-Chang",Shannon Chan-Kent,Shannon Kook,Tia Carrere,,,
1755,Dirty Harry,1971,2999-01-07T07:00:00.000Z,Holiday Inn Select Downtown Hotel (750 Kearney Street),,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,104,6,3
1756,DEVS,2020,2999-01-07T07:00:00.000Z,Coit Tower,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,18,23,3
1757,Pal Joey,1957,2999-01-07T07:00:00.000Z,"Spreckels Mansion (2080 Washington Street, Pacific Heights)",,Columbia Pictures Corporation,Columbia Pictures,George Sidney,Dorothy Kingsley,Rita Hayworth,Frank Sinatra,Kim Novak,102,30,6
1758,"Murder in the First, Season 1",2014,2999-01-07T07:00:00.000Z,800 Bay Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,98,32,6
1759,Sense8 - Season 2,2016,2999-01-07T07:00:00.000Z,"City Lights Bookstore, 261 Columbus Ave.",Howl and Other Poems by Allen Ginsberg was published in 1956 by City Lights after poet and founder Laurence Ferlinghetti heard Ginsberg read it in 1955.,"Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,104,6,3
1760,A Taiwanese Tale of Two Cities,2018,2999-01-07T07:00:00.000Z,Dolores Park,,Envision Productions Inc.,Netflix,Tien-Lun Yeh,"Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin",Tammy Cheng,Peggy Tseng,Shen-Hao Wen,37,20,5
1761,The Last Thing He Told Me,2023,2999-01-07T07:00:00.000Z,"Ferry Building, San Francisco",,20th Television,Apple TV+,"Olivia Newman, Deniz Gamze Ergüven, Daisy Von Scherler Mayer,
Lila Neugebauer",Laura Dave,Jennifer Garner,Angourie Rice,Aisha Tyler,108,8,3
1762,Getting Even with Dad,1994,2999-01-07T07:00:00.000Z,Embarcadero Street Station- BART,,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,,31,8,10
1763,Foul Play,1978,2999-01-07T07:00:00.000Z,Andrew S. Hallidie Plaza (Market & Powell Streets),,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,19,36,3
1764,Experiment in Terror,1962,2999-01-07T07:00:00.000Z,2632 Larkin Street at Lombard,,Columbia Pictures Corporation,Columbia Pictures,Blake Edwards,The Gordons,Glenn Ford,Lee Remick,Stefanie Powers,107,32,6
1765,Woman on the Run,1950,2999-01-07T07:00:00.000Z,1801 Laguna at Bush,,Fidelity Pictures Corporation,Universal Pictures,Norman Foster,Norman Foster,Ann Sheridan,Dennis O'Keefe,Robert Keith,101,30,11
1766,Blue Jasmine,2013,2999-01-07T07:00:00.000Z,Real Guitars,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,32,20,10
1767,A View to a Kill,1985,2999-01-07T07:00:00.000Z,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Metro-Goldwyn Mayer,MGM/UA Entertainment Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,Tanya Roberts,,,
1768,The Conversation,1974,2999-01-07T07:00:00.000Z,Alcoa Building (1 Maritime Plaza),"A partially-above ground parking structure near the building made it necessary for architects to make the Alcoa Building's diagonal bracing visible, instead of placing it inside and drastically reducing the amount usable interior space.",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,108,8,3
1769,The Towering Inferno,1974,2999-01-07T07:00:00.000Z,"Hyatt Regency Hotel (5 Embarcadero Center, Financial District)",,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,108,8,3
1770,Surface,2022,2999-01-07T07:00:00.000Z,Haight Street between Pierce and Fillmore,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,26,9,11
1771,The Dead Pool,1988,2999-01-07T07:00:00.000Z,"San Francisco National Military Cemetery (Lincoln Blvd., The Presidio, Golden Gate National Recreation Center)",,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,,,
1772,Vegas in Space,1992,2999-01-07T07:00:00.000Z,544 Natoma (SOMA),,Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,Doris Fish,Miss X,Ginger Quest,32,34,10
1773,The Last Black Man in San Francisco,2019,2999-01-07T07:00:00.000Z,Innes turning into Evans Ave,,"LBMISF, LLC",A37,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,86,1,9
1774,Magnum Force,1973,2999-01-07T07:00:00.000Z,Hall of Justice (850 Bryant Street),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,32,34,10
1775,The Game,1997,2999-01-07T07:00:00.000Z,Ritz-Carlton Hotel (600 Stockton Street),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,104,8,3
1776,Summertime,2015,2999-01-07T07:00:00.000Z,53 Potomac St,,"Creative Monster Productions, Inc.",14 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,28,3,5
1777,"Looking ""Special""",2016,2999-01-07T07:00:00.000Z,Grant Avenue between Sacramento and Washington,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,104,6,3
1778,Red Widow,2013,2999-01-07T07:00:00.000Z,Pioneer Park at Coit Tower,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,18,23,3
1779,Terminator - Genisys,2015,2999-01-07T07:00:00.000Z,Front St. between Market and Clay,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,108,8,3
1780,Ant-Man and the Wasp: Quantumania,2023,2999-01-07T07:00:00.000Z,Central Police Station 766 Vallejo Street,,Pym Particles Production III LLC,Walt Disney Studios Motion Pictures,Peyton Reed,Jeff Loveness,Paul Rudd,Evangeline Lilly,Jonathan Majors,106,6,3
1781,The OA Part II,2019,2999-01-07T07:00:00.000Z,Hyde St at Pacific to Washington St,,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,16,32,3
1782,Quitters,2015,2999-01-07T07:00:00.000Z,Bechelli's Flower Market Café,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,32,34,10
1783,Ant-Man,2015,2999-01-07T07:00:00.000Z,420 Jones St. at Ellis St.,,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari,Michael Douglas,Paul Rudd,,20,36,10
1784,Dying Young,1991,2999-01-07T07:00:00.000Z,,,Twentieth Century Fox Corporation,Twentieth Century Fox Corporation,Joel Schumacher,Richard Friedenberg,Julia Roberts,Campbell Scott,,21,36,10
1785,San Andreas,2015,2999-01-07T07:00:00.000Z,"Vallejo St. Garage, 766 Vallejo St.",Characters watch from roof of garage as tsunami hits SF waterfront,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,106,6,3
1786,When We Rise,2017,2999-01-07T07:00:00.000Z,"Castro Theatre, 429 Castro St.",,Film 49 Productions,Amercian Broadcasting Company,Gus Van Sant,Dustin Lance Black,Guy Pierce,Mary-Louise Parker,Michael Kenneth Williams,38,5,5
1787,Haiku Tunnel,2001,2999-01-07T07:00:00.000Z,,,Hello Hooker Productions,Sony Pictures Classics,Jakob Kornbluth & Josh Kornbluth,Jakob Kornbluth & Josh Kornbluth,Josh Kornbluth,Warren Keith,,21,36,10
1788,Foul Play,1978,2999-01-07T07:00:00.000Z,Sutter & Buchannan Streets,,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,101,30,11
1789,A View to a Kill,1985,2999-01-07T07:00:00.000Z,"Burger Island (901 3rd Street, China Basin)",,Metro-Goldwyn Mayer,MGM/UA Entertainment Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,Tanya Roberts,31,4,10
1790,"Budding Prospects, Pilot",2017,2999-01-07T07:00:00.000Z,1167 Alabama Street,,Picrow Streaming Inc.,Amazon,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,53,20,2
1791,Blue Jasmine,2013,2999-01-07T07:00:00.000Z,Heald College,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,32,34,10
1792,Bitter Melon,2018,2999-01-07T07:00:00.000Z,3139 16th St,,Bitter Melon Film LLC/Mammoth Pictures,"ABS-CBN, Gravitas Ventures",H.P. Mendoza,H.P. Mendoza,Jon Norman Schneider,Patrick Epino,Brian Rivera,37,20,5
1793,Twisted,2004,2999-01-07T07:00:00.000Z,La Bodega (1332 Grant Avenue at Vallejo),,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,106,23,3
1794,Doctor Dolittle,1998,2999-01-07T07:00:00.000Z,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,18,23,3
1795,48 Hours,1982,2999-01-07T07:00:00.000Z,,,Paramount Pictures,Paramount Pictures,Walter Hill,Walter Hill,Nick Nolte,Eddie Murphy,Annette O'Toole,21,36,10
1796,Shit and Champagne,2020,2999-01-07T07:00:00.000Z,Cargo Way at Jenning St,,"Shaboom Boom, LLC",,D'Arcy Drollinger,D'Arcy Drollinger,D'Arcy Drollinger,Matthew Martin,Steven LeMay,56,1,9
1797,Surface,2022,2999-01-07T07:00:00.000Z,Montgomery Bart Station,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,108,8,10
1798,Terminator - Genisys,2015,2999-01-07T07:00:00.000Z,Union Square,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,19,8,3
1799,So I Married an Axe Murderer,1993,2999-01-07T07:00:00.000Z,Prudente's Italian Deli (1462 Grant Ave at Union),"Prudente's Italian Deli, which has since closed, is called ""Meats of the World"" in the film.",TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,106,23,3
1800,"Looking ""Special""",2016,2999-01-07T07:00:00.000Z,17th & Market Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,38,5,5
1801,"Looking ""Special""",2016,2999-01-07T07:00:00.000Z,"Orphan Andy's, 3991 17th Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,38,5,5
1802,Nash Bridges,2021,2999-01-07T07:00:00.000Z,Rowland Street,,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,106,23,3
1803,Mrs. Doubtfire,1993,2999-01-07T07:00:00.000Z,520-522A Green Street at Grant Street,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,106,23,3
1804,Super Pumped: The Battle for Uber,2022,2999-01-07T07:00:00.000Z,Market Street at Union Plaza,,Possible Productions,Showtime,"Allen Coulter, Daniel Gray Longino, John Dahl, Zetna Fuentes","Brian Koppelman & David Levien, Sarah Acosta, Stephen Schiff, Emily Hornsby, Safie M. Dirie, Beth Schacter",Joseph Gordon-Levitt,Kyle Chandler,Kerry Bishé,108,8,10
1805,The Lineup,1958,2999-01-07T07:00:00.000Z,Pier 41,,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,Robert Keith,Richard Jaeckel,99,23,3
1806,Need For Speed,2014,2999-01-07T07:00:00.000Z,Mason St from Pine to Sacramento,,"Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots,19,36,10
1807,The Bachelor,1999,2999-01-07T07:00:00.000Z,Roof of Cable Car (California at Front Street),SF Cable Cars are the only moving National Historical Landmark.,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,108,8,3
1808,Magnum Force,1973,2999-01-07T07:00:00.000Z,2190 Washington Street (Pacific Heights),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,102,30,6
1809,Looking Season 2 ep 210,2015,2999-01-07T07:00:00.000Z,67 Deming Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,115,5,5
1810,When We Rise,2017,2999-01-07T07:00:00.000Z,Buena Vista Park,,Film 49 Productions,Amercian Broadcasting Company,Gus Van Sant,Dustin Lance Black,Guy Pierce,Mary-Louise Parker,Michael Kenneth Williams,112,5,5
1811,Rollerball,2002,2999-01-07T07:00:00.000Z,,,Atlas Entertainment,MGM Home Entertainment,John McTiernan,William Harrison,Chris Klein,Jean Reno,,21,36,10
1812,Foul Play,1978,2999-01-07T07:00:00.000Z,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,,,
1813,Looking Season 2 ep 203,2015,2999-01-07T07:00:00.000Z,Kezar Pavillion,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,9,12,11
1814,Alive,2020,2999-01-07T07:00:00.000Z,543 Connecticut,,CBS Corporation - CBS Studios Inc./CBS Television Studios,CBS,Uta Briesewitz,Jason Tracey,Ryan Phillippe,Mageina Tovah,Katrina Law,54,26,9
1815,Nash Bridges,2021,2999-01-07T07:00:00.000Z,Davis Street between,,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,77,8,3
1816,Looking Season 2 ep 205,2015,2999-01-07T07:00:00.000Z,24th Between Portrero & Alabama,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,53,20,2
1817,Bullitt,1968,2999-01-07T07:00:00.000Z,Café Cantata (2040 Union Street),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,15,13,6
1818,Invasion of the Body Snatchers,1978,2999-01-07T07:00:00.000Z,Lafayette Park (Pacific Heights),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,102,30,6
1819,Chance - Season 1 ep105,2016,2999-01-07T07:00:00.000Z,"State Garage, 818 Leavenworth",,TVM Productions,HULU,Victoria Morrow,Roxann Dawson,Hugh Laurie,Gretchen Mol,Ethan Suplee,50,21,3
1820,Looking,2014,2999-01-07T07:00:00.000Z,Castro St. from Market to 18th St.,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,96,10,5
1821,Nine Months,1995,2999-01-07T07:00:00.000Z,Jack Kerouac Alley between Columbus & Grant Streets,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,106,23,3
