event_id,title,releaseyear,date,locations,funfacts,productioncompany,distributor,director,writer,actor1,actor2,actor3,sffindneighborhoods,analysisneighborhoods,currentsupervisordistricts
960,Quitters,2015,2999-01-07T07:00:00.000Z,Clement St. from 5th and 7th Ave.,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,,,
961,The Game,1997,2999-01-07T07:00:00.000Z,Bank of America Building (555 California Street),"The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,108,8,3
962,Venom,2018,2999-01-07T07:00:00.000Z,O'Farrell between Leavenworth and Jones,,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,13,18,6
963,"Budding Prospects, Pilot",2017,2999-01-07T07:00:00.000Z,Bernal Heights Boulevard,,Picrow Streaming Inc.,Amazon,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,83,2,2
964,"Murder in the First, Season 1",2014,2999-01-07T07:00:00.000Z,731 Grant Avenue,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,104,6,3
965,Shit and Champagne,2020,2999-01-07T07:00:00.000Z,Bush at Grant Ave,,"Shaboom Boom, LLC",,D'Arcy Drollinger,D'Arcy Drollinger,D'Arcy Drollinger,Matthew Martin,Steven LeMay,104,8,3
966,Looking Season 2 ep 210,2015,2999-01-07T07:00:00.000Z,"Mission Rec Center, 2450 Harrison Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,53,20,2
967,When We Rise,2017,2999-01-07T07:00:00.000Z,"Eureka Arts Center, 4400 20th St.",,Film 49 Productions,Amercian Broadcasting Company,Gus Van Sant,Dustin Lance Black,Guy Pierce,Mary-Louise Parker,Michael Kenneth Williams,115,5,5
968,Joy Luck Club,1993,2999-01-07T07:00:00.000Z,610 Rhode Island Street (Potrero Hill),,Hollywood Pictures,National Broadcasting Company (NBC),Wayne Wang,Amy Tan,Kieu Chinh,Tsai Chin,France Nuyen,54,26,9
969,Dawn of the Planet of the Apes,2014,2999-01-07T07:00:00.000Z,City Hall,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis,,,
970,"Murder in the First, Season 2",2015,2999-01-07T07:00:00.000Z,Boardman Place between Bryant and Brannan Streets,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,32,34,10
971,Sweet November,2001,2999-01-07T07:00:00.000Z,Christopher's Books (1400 18th Street),,Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,54,26,9
972,High Crimes,2002,2999-01-07T07:00:00.000Z,391 Pennsylvania Avenue at 19th Street,,Twentieth Century Fox Corporation,Twentieth Century Fox Corporation,Carl Franklin,Yuri Zeltser,Ashley Judd,Morgan Freeman,,54,26,9
973,Nina Takes a Lover,1994,2999-01-07T07:00:00.000Z,,,Alan Jacobs Productions,Columbia TriStar Home Video,Alan Jacobs,Alan Jacobs,Laura San Giacomo,Paul Rhys,,21,36,10
974,Nash Bridges,2021,2999-01-07T07:00:00.000Z,The Embarcadero at Broadway,,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,77,8,3
975,Metro,1997,2999-01-07T07:00:00.000Z,Bush Street at Jones,,Touchstone Pictures,Buena Vista Pictures,Thomas Carter,Randy Feldman,Eddie Murphy,,,50,21,3
976,The Bachelor,1999,2999-01-07T07:00:00.000Z,Nina M. Designs (52 2nd Street at Jessie),,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,108,8,10
977,On the Road,2012,2999-01-07T07:00:00.000Z,Filbert & Leavenworth Streets,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,,107,32,6
978,Always Be My Maybe,2019,2999-01-07T07:00:00.000Z,717 Grant Ave,,"Isla Productions, LLC",Netflix,Nahnatchka Khan,"Michael Golamco, Randall Park, Ali Wong",Ali Wong,Randall Park,Keanu Reeves,104,6,3
979,Red Widow,2013,2999-01-07T07:00:00.000Z,Mason & Sacramento St,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,16,21,3
980,Blue Jasmine,2013,2999-01-07T07:00:00.000Z,3563 20th St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,53,20,2
981,Steve Jobs,2015,2999-01-07T07:00:00.000Z,21st and Collingswood St.,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,115,5,5
982,Alive,2020,2999-01-07T07:00:00.000Z,Embarcadero near Pier 14,,CBS Corporation - CBS Studios Inc./CBS Television Studios,CBS,Uta Briesewitz,Jason Tracey,Ryan Phillippe,Mageina Tovah,Katrina Law,99,23,3
983,Invasion of the Body Snatchers,1978,2999-01-07T07:00:00.000Z,"Ramada Plaza Hotel Downtown (1231 Market Street, Civic Center)",,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,32,34,10
984,Looking Season 2 ep 205,2015,2999-01-07T07:00:00.000Z,"Always Open Car Wash, 2560 Marin Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,85,1,9
985,Ant-Man and the Wasp,2018,2999-01-07T07:00:00.000Z,Geary St - Hyde St - Ellis St,,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,50,36,10
986,Innerspace,1987,2999-01-07T07:00:00.000Z,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.,Amblin Entertainment,Warner Bros. Pictures,Joe Dante,Chip Proser,Dennis Quaid,Martin Short,Meg Ryan,16,21,3
987,Nash Bridges,2021,2999-01-07T07:00:00.000Z,"Barbary Coast, 952 Mission Street",,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,32,34,10
988,Godzilla,2014,2999-01-07T07:00:00.000Z,Bush & Kearny,,"Nautilus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,108,8,3
989,Romeo Must Die,2000,2999-01-07T07:00:00.000Z,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Silver Pictures,Warner Bros. Pictures,Andrzej Bartkowiak,Mitchell Kapner,Jet Li,Aaliyah,,104,6,3
990,The OA Part II,2019,2999-01-07T07:00:00.000Z,Harrison St to Beale St to Bryant St,,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,53,20,2
991,Cardinal X,2015,2999-01-07T07:00:00.000Z,119 Utah,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,33,20,9
992,"Budding Prospects, Pilot",2017,2999-01-07T07:00:00.000Z,3050 24th Street,,Picrow Streaming Inc.,Amazon,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,53,20,2
993,"Smile Again, Jenny Lee",2015,2999-01-07T07:00:00.000Z,Unitarian Church (1187 Franklin St.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,100,39,11
994,Nine Months,1995,2999-01-07T07:00:00.000Z,Marathon Plaza (303 2nd Street),,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,30,8,10
995,The Last Black Man in San Francisco,2019,2999-01-07T07:00:00.000Z,Folsom btwn Cortland and Eugenia Ave,,"LBMISF, LLC",A24,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,83,2,2
996,The Dead Pool,1988,2999-01-07T07:00:00.000Z,Pierce & California Streets (Pacific Heights),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,102,30,6
997,Vegas in Space,1992,2999-01-07T07:00:00.000Z,Under Highway 101 (near Potrero and Cesar Chavez Streets),,Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,Doris Fish,Miss X,Ginger Quest,60,2,9
998,Looking Season 2 ep 208,2015,2999-01-07T07:00:00.000Z,1246 Folsom Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,32,34,10
999,Tales of the City,2019,2999-01-07T07:00:00.000Z,"City Lights Books, 261 Columbus Ave",,Universal Television LLC,Netflix,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,104,6,3
1000,The Dead Pool,1988,2999-01-07T07:00:00.000Z,McAllister & Scott Streets (Hayes Valley),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,97,39,11
1001,Venom,2018,2999-01-07T07:00:00.000Z,Hyde St at Chestnut St,,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,107,32,6
1002,A Taiwanese Tale of Two Cities,2018,2999-01-07T07:00:00.000Z,Sutter St at Taylor St,,Envision Productions Inc.,Netflix,Tien-Lun Yeh,"Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin",Tammy Cheng,Peggy Tseng,Shen-Hao Wen,50,21,3
1003,The Matrix Resurrections,2021,2999-01-07T07:00:00.000Z,1 Front St,,"Adobe Pictures, Inc.",Warner Brothers,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksander Hemon",Keanu Reeves,Keanu Reeves,Neil Patrick Harris,108,8,3
1004,Looking Season 2 ep 202,2015,2999-01-07T07:00:00.000Z,314 11th Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,32,20,10
1005,Surface,2022,2999-01-07T07:00:00.000Z,California Street between Mason and Powell,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,16,6,3
1006,San Andreas,2015,2999-01-07T07:00:00.000Z,"Asia Star Fantasy, 1126 Grant Ave.",Characters look for a form of communication with LA in a post-quake trashed city,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,104,6,3
1007,Twisted,2004,2999-01-07T07:00:00.000Z,"Red's Java House (Pier 30-32, The Embarcadero)",,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,31,4,10
1008,The Love Bug,1968,2999-01-07T07:00:00.000Z,100 Block of Lombard Street,Lombard Street is not actually the most crooked in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.,Walt Disney Productions,Buena Vista Distribution,Robert Stevenson,Bill Walsh,Dean Jones,Michele Lee,David Tomlinson,77,8,3
1009,Pushing Dead,2016,2999-01-07T07:00:00.000Z,Turk Street between Steiner and Scott Streets,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,97,39,11
1010,Gentleman Jim,1942,2999-01-07T07:00:00.000Z,The Barbary Coast,"The Barbary Coast was a red-light district that was largely destroyed in the 1906 earthquake. Though some of the establishments were rebuilt after the earthquake, an anti-vice campaign put the establishments out of business.",Warner Bros. Pictures,Warner Bros. Pictures,Raoul Walsh,Vincent Lawrence,Errol Flynn,Alexis Smith,Jack Carson,32,34,10
1011,Dark Passage,1947,2999-01-07T07:00:00.000Z,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Warner Bros. Pictures,Warner Bros. Pictures,Delmer Daves,Delmer Daves & David Goodis,Humphrey Bogart,Lauren Bacal,Bruce Bennett,,,
1012,Steve Jobs,2015,2999-01-07T07:00:00.000Z,Powell St. from California St. to Sutter St.,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,4,11,4
1013,Bullitt,1968,2999-01-07T07:00:00.000Z,Columbus & Lombard Streets (North Beach),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,106,23,3
1014,Tales of the City,2019,2999-01-07T07:00:00.000Z,"Hotel Jefferson, 440 Eddy St",,Universal Television LLC,Netflix,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,20,36,10
1015,I Remember Mama,1948,2999-01-07T07:00:00.000Z,Grant Avenue (North Beach),,RKO Radio Pictures,RKO Radio Pictures,George Stevens,DeWitt Bodeen,Irene Dunne,Barbara Bel Geddes,Oskar Homolka,106,23,3
1016,High Anxiety,1977,2999-01-07T07:00:00.000Z,"Conservatory of Flowers, Golden Gate Park","The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,Cloris Leachman,9,12,4
1017,Chance Season 2,2017,2999-01-07T07:00:00.000Z,Leavenworth at McAllister St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,21,36,10
1018,Goliath- Season 4,2021,2999-01-07T07:00:00.000Z,Hyde and Chestnut,,"Picrow, Inc.",Amazon Studios,"Billy Bob Thornton, Lawrence Trilling, Derek Johansen","David E. Kelley, Jonathan Shapiro",Billy Bob Thornton,Nina Arianda,Tania Raymonde,107,32,6
1019,To the Ends of the Earth,1948,2999-01-07T07:00:00.000Z,,,Kennedy-Buckman Pictures,Columbia Pictures,Robert Stevenson,Jay Richard Kennedy,Dick Powell,Signe Hasso,Maylia,21,36,10
1020,Milk,2008,2999-01-07T07:00:00.000Z,Market & Castro Street,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,38,5,5
1021,Petulia,1968,2999-01-07T07:00:00.000Z,307 Filbert Street,,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,18,23,3
1022,Groove,2000,2999-01-07T07:00:00.000Z,435 23rd Street at Illinois,,415 Productions,Sony Pictures Classics,Greg Harrison,Greg Harrison,Chris Ferreira,Elizabeth Sun,,56,26,9
1023,Foul Play,1978,2999-01-07T07:00:00.000Z,Montgomery & Pine Streets (Financial District),,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,108,8,3
1024,Sudden Fear,1952,2999-01-07T07:00:00.000Z,Lombard Street,Lombard Street is not actually the most crooked in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.,Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,Joan Crawford,Jack Palance,Gloria Grahame,107,32,6
1025,Surface,2022,2999-01-07T07:00:00.000Z,Fremont Street between 1st Street and 2nd vStreet,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,,,
1026,Terminator - Genisys,2015,2999-01-07T07:00:00.000Z,California at Jones,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,16,21,3
1027,GirlBoss,2017,2999-01-07T07:00:00.000Z,Filbert between Grant and Kearny,,"Hippolyta Productions, LLC",Netflix,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,18,23,3
1028,Golden Gate,1994,2999-01-07T07:00:00.000Z,Buena Vista Park (Haight Street at Buena Vista),"Established in 1867, Buena Vista Park is the oldest official park in San Francisco.",American Playhouse Theatrical Films,The Samuel Goldwyn Company,John Madden,David Henry Hwang,Matt Dillon,Joan Chen,,112,3,11
1029,Dirty Harry,1971,2999-01-07T07:00:00.000Z,Bank of America Building (555 California Street),"The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,108,8,3
1030,Patch Adams,1998,2999-01-07T07:00:00.000Z,Sheraton Palace Hotel (639 Market Street),"The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909.",Bungalow 78 Productions,Universal Pictures,Tom Shadyac,Steve Oedekerk,Robin Williams,Philip Seymour Hoffman,,32,8,10
1031,Invasion of the Body Snatchers,1978,2999-01-07T07:00:00.000Z,Transamerica Building (600 Montgomery Street at Clay),"The Pyramid was the tallest skyscraper west of the Mississippi from 1972-1974, until it was surpassed by Los Angeles' Aon Center.",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,108,6,3
1032,DEVS,2020,2999-01-07T07:00:00.000Z,Main St at Harrison,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,30,8,10
1033,The Dead Pool,1988,2999-01-07T07:00:00.000Z,20th & De Haro Streets (Potrero Hill),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,54,26,9
1034,Chance- Season 1 ep102,2016,2999-01-07T07:00:00.000Z,"Warren's Antiques, 375 9th St.",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie,Gretchen Mol,Ethan Suplee,32,34,10
1035,Bullitt,1968,2999-01-07T07:00:00.000Z,Cesar Chavez & Mission Street (Mission),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,83,2,2
1036,Ant-Man and the Wasp,2018,2999-01-07T07:00:00.000Z,Financial District,VFX and B-roll Shots,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,108,6,3
1037,A View to a Kill,1985,2999-01-07T07:00:00.000Z,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Metro-Goldwyn Mayer,MGM/UA Entertainment Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,Tanya Roberts,,,
1038,Tweek City,2005,2999-01-07T07:00:00.000Z,,,Tweek City LLC,Maverick Entertainment Group,Eric G. Johnson,Eric G. Johnson,Giuseppe Andrews,,,21,36,10
1039,Boys and Girls,2000,2999-01-07T07:00:00.000Z,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,106,23,3
1040,Jade,1995,2999-01-07T07:00:00.000Z,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)","The Japanese Hagiwara family invented ""Chinese"" fortune cookies in the tea-garden",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,9,12,4
1041,Junior,1994,2999-01-07T07:00:00.000Z,Chinatown Gate,"Designed in 1970, the Chinatown Gate (aka the Dragon Gate) is based on ceremonial gates found in Chinese villages.",Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,104,8,3
1042,Looking Season 2 ep 209,2015,2999-01-07T07:00:00.000Z,1890 Clay Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,102,30,6
1043,American Yearbook,2004,2999-01-07T07:00:00.000Z,,,All Planet Studios,N/A,Brian Ging,Brian Ging,Nick Tagas,Jon Carlo Alvarez,,21,36,10
1044,Getting Even with Dad,1994,2999-01-07T07:00:00.000Z,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,,108,8,10
1045,Blue Jasmine,2013,2999-01-07T07:00:00.000Z,The Ramp Restaurant,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,56,26,9
1046,Looking,2014,2999-01-07T07:00:00.000Z,Presidio Church at 130 Fisher Loop,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,3,27,6
1047,Dirty Harry,1971,2999-01-07T07:00:00.000Z,San Francisco Drydock (20th and Illinois Streets),,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,55,26,9
1048,The Phone/Jexi,2019,2999-01-07T07:00:00.000Z,Hyde btwn Jefferson and Broadway - Cable Car Line,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,107,21,3
1049,The Dead Pool,1988,2999-01-07T07:00:00.000Z,Portsmouth Square (Chinatown),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,104,6,3
1050,Looking,2014,2999-01-07T07:00:00.000Z,Muddy Waters Coffee House,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,53,20,2
1051,Bicentennial Man,1999,2999-01-07T07:00:00.000Z,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",1492 Pictures,Buena Vista Pictures,Chris Columbus,Nicholas Kazan,Robin Williams,,,,,
1052,The Candidate,1972,2999-01-07T07:00:00.000Z,"Westin St. Francis Hotel (335 Powell Street, Union Square)","The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels.",Redford-Ritchie Productions,Warner Bros. Pictures,Michael Ritchie,Jeremy Larner,Robert Redford,Peter Boyle,,19,36,3
1053,Venom: Let There Be Carnage,2021,2999-01-07T07:00:00.000Z,Coit Tower,,SM Film Productions,Sony Pictures,Andy Serkis,Kelly Marcel,Tom Hardy,Michelle Wiliams,Woody Harrelson,18,23,3
1054,Star Trek IV: The Voyage Home,1986,2999-01-07T07:00:00.000Z,Intersection of Columbus & Mason Streets,,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,106,23,3
1055,Surface,2022,2999-01-07T07:00:00.000Z,Leavenworth Street between Greenwich and Filbert,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,18,23,3
1056,Boys and Girls,2000,2999-01-07T07:00:00.000Z,1122 Folsom Street,,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,32,34,10
1057,Women is Losers,2020,2999-01-07T07:00:00.000Z,110 Pierce St,,Look at the Moon Pictures,,Lissette Feliciano,Lissette Feliciano,Lorenza Izzo,Simu Liu,Liza Weil,26,3,11
1058,After the Thin Man,1936,2999-01-07T07:00:00.000Z,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,W.S. Van Dyke,Frances Goodrich,William Powell,Myrna Loy,James Stewart,18,23,3
1059,When We Rise,2017,2999-01-07T07:00:00.000Z,Haight St. at Central,,Film 49 Productions,Amercian Broadcasting Company,Gus Van Sant,Dustin Lance Black,Guy Pierce,Mary-Louise Parker,Michael Kenneth Williams,25,3,11
1060,The Last Black Man in San Francisco,2019,2999-01-07T07:00:00.000Z,Evans Ave/Hunters Pt Bvld btwn Keith and Hawes St,,"LBMISF, LLC",A44,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,76,1,9
1061,Chance- Season 1 ep103,2016,2999-01-07T07:00:00.000Z,17th and Arkansas,,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,54,4,9
1062,Looking Season 2 ep 204,2015,2999-01-07T07:00:00.000Z,601 Buena Vista Ave West,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,112,3,5
1063,Sweet November,2001,2999-01-07T07:00:00.000Z,Citicorp Center (1 Sansome Street at Sutter),,Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,108,8,3
